"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",-0.204505441425246,"P34E1"
"Friend","RT","Odd-Even",-0.0862909207754693,"P34E1"
"Friend","ACC","First-Second",-0.00415854367845639,"P34E1"
"Friend","ACC","Odd-Even",0.382395846366457,"P34E1"
"Friend","d Prime","First-Second",0.0324812191895829,"P34E1"
"Friend","d Prime","Odd-Even",0.511951092609602,"P34E1"
"Friend","Efficiency","First-Second",-0.124112284484842,"P34E1"
"Friend","Efficiency","Odd-Even",0.255076770331137,"P34E1"
"Friend","ezDDM v","First-Second",0.0220535589272732,"P34E1"
"Friend","ezDDM v","Odd-Even",-0.152434100382306,"P34E1"
"Friend","ezDDM z","First-Second",0.176795962250683,"P34E1"
"Friend","ezDDM z","Odd-Even",-0.0366666994474777,"P34E1"
"Friend","rwDDM v","First-Second",0.0973670513044588,"P34E1"
"Friend","rwDDM v","Odd-Even",0.0859152525200325,"P34E1"
"Friend","rwDDM z","First-Second",0.00976560861049026,"P34E1"
"Friend","rwDDM z","Odd-Even",-0.154016524098681,"P34E1"
"Stranger","RT","First-Second",0.275921800111083,"P34E1"
"Stranger","RT","Odd-Even",0.18466790932539,"P34E1"
"Stranger","ACC","First-Second",-0.148155642218402,"P34E1"
"Stranger","ACC","Odd-Even",0.0655669948447779,"P34E1"
"Stranger","d Prime","First-Second",0.010752466591282,"P34E1"
"Stranger","d Prime","Odd-Even",0.191176718676168,"P34E1"
"Stranger","Efficiency","First-Second",-0.425672297850516,"P34E1"
"Stranger","Efficiency","Odd-Even",0.0543818019869885,"P34E1"
"Stranger","ezDDM v","First-Second",0.120481796813211,"P34E1"
"Stranger","ezDDM v","Odd-Even",0.010661317704917,"P34E1"
"Stranger","ezDDM z","First-Second",0.424758084979163,"P34E1"
"Stranger","ezDDM z","Odd-Even",0.383983829124524,"P34E1"
"Stranger","rwDDM v","First-Second",0.10080841570906,"P34E1"
"Stranger","rwDDM v","Odd-Even",0.109951346073143,"P34E1"
"Stranger","rwDDM z","First-Second",0.189308804777853,"P34E1"
"Stranger","rwDDM z","Odd-Even",0.0228283770544308,"P34E1"
