"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",0.611950181642938,"P19E1"
"Friend","RT","Odd-Even",0.671787247385911,"P19E1"
"Friend","ACC","First-Second",0.114399414049127,"P19E1"
"Friend","ACC","Odd-Even",0.484464489347323,"P19E1"
"Friend","d Prime","First-Second",-0.138396026327232,"P19E1"
"Friend","d Prime","Odd-Even",0.325738377290971,"P19E1"
"Friend","Efficiency","First-Second",0.16642168244056,"P19E1"
"Friend","Efficiency","Odd-Even",0.591538360644955,"P19E1"
"Friend","ezDDM v","First-Second",0.0313322215960735,"P19E1"
"Friend","ezDDM v","Odd-Even",0.288453614614218,"P19E1"
"Friend","ezDDM z","First-Second",0.307773794877775,"P19E1"
"Friend","ezDDM z","Odd-Even",0.393825059677686,"P19E1"
"Friend","rwDDM v","First-Second",-0.0865967566458638,"P19E1"
"Friend","rwDDM v","Odd-Even",0.364227287823773,"P19E1"
"Friend","rwDDM z","First-Second",0.0109364564449113,"P19E1"
"Friend","rwDDM z","Odd-Even",-0.0839805889139482,"P19E1"
"Stranger","RT","First-Second",0.426772095083322,"P19E1"
"Stranger","RT","Odd-Even",0.517415816596739,"P19E1"
"Stranger","ACC","First-Second",0.549737273954906,"P19E1"
"Stranger","ACC","Odd-Even",0.780850394556971,"P19E1"
"Stranger","d Prime","First-Second",0.361902896717998,"P19E1"
"Stranger","d Prime","Odd-Even",0.829918793898131,"P19E1"
"Stranger","Efficiency","First-Second",0.491842934319016,"P19E1"
"Stranger","Efficiency","Odd-Even",0.825849355497913,"P19E1"
"Stranger","ezDDM v","First-Second",0.459533166382267,"P19E1"
"Stranger","ezDDM v","Odd-Even",0.746364157016989,"P19E1"
"Stranger","ezDDM z","First-Second",-0.0494506729121057,"P19E1"
"Stranger","ezDDM z","Odd-Even",0.312954296859163,"P19E1"
"Stranger","rwDDM v","First-Second",0.170143140579883,"P19E1"
"Stranger","rwDDM v","Odd-Even",0.599957211260631,"P19E1"
"Stranger","rwDDM z","First-Second",-0.0409097731240144,"P19E1"
"Stranger","rwDDM z","Odd-Even",-0.0895658833564557,"P19E1"
