"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",0.705243546784139,"P19E2"
"Friend","RT","Odd-Even",0.694523545994286,"P19E2"
"Friend","ACC","First-Second",0.567085408853208,"P19E2"
"Friend","ACC","Odd-Even",0.787549133448807,"P19E2"
"Friend","d Prime","First-Second",0.41859174142629,"P19E2"
"Friend","d Prime","Odd-Even",0.479830009732256,"P19E2"
"Friend","Efficiency","First-Second",0.751006910549937,"P19E2"
"Friend","Efficiency","Odd-Even",0.933382260207528,"P19E2"
"Friend","ezDDM v","First-Second",0.598892199073549,"P19E2"
"Friend","ezDDM v","Odd-Even",0.617982959051706,"P19E2"
"Friend","ezDDM z","First-Second",-0.00966224652101743,"P19E2"
"Friend","ezDDM z","Odd-Even",0.374683159428015,"P19E2"
"Friend","rwDDM v","First-Second",0.294839883409672,"P19E2"
"Friend","rwDDM v","Odd-Even",0.212368162190935,"P19E2"
"Friend","rwDDM z","First-Second",-0.155118358888382,"P19E2"
"Friend","rwDDM z","Odd-Even",0.396006116796229,"P19E2"
"Stranger","RT","First-Second",0.568189632945255,"P19E2"
"Stranger","RT","Odd-Even",0.614487766968681,"P19E2"
"Stranger","ACC","First-Second",0.560820429305794,"P19E2"
"Stranger","ACC","Odd-Even",0.72854145094434,"P19E2"
"Stranger","d Prime","First-Second",0.395223486788416,"P19E2"
"Stranger","d Prime","Odd-Even",0.484767113214937,"P19E2"
"Stranger","Efficiency","First-Second",0.56206189912314,"P19E2"
"Stranger","Efficiency","Odd-Even",0.734850739772806,"P19E2"
"Stranger","ezDDM v","First-Second",0.607170034439489,"P19E2"
"Stranger","ezDDM v","Odd-Even",0.620417032795361,"P19E2"
"Stranger","ezDDM z","First-Second",-0.015493220266895,"P19E2"
"Stranger","ezDDM z","Odd-Even",0.327292845113898,"P19E2"
"Stranger","rwDDM v","First-Second",0.497559664230078,"P19E2"
"Stranger","rwDDM v","Odd-Even",0.364725845592727,"P19E2"
"Stranger","rwDDM z","First-Second",-0.0347973798481449,"P19E2"
"Stranger","rwDDM z","Odd-Even",0.259673199407407,"P19E2"
