"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",0.572503375460447,"Ps4E2"
"Friend","RT","Odd-Even",0.597487062660571,"Ps4E2"
"Friend","ACC","First-Second",0.5468754154033,"Ps4E2"
"Friend","ACC","Odd-Even",0.670795463935949,"Ps4E2"
"Friend","d Prime","First-Second",0.577026219046011,"Ps4E2"
"Friend","d Prime","Odd-Even",0.419310752781816,"Ps4E2"
"Friend","Efficiency","First-Second",0.698048642066041,"Ps4E2"
"Friend","Efficiency","Odd-Even",0.837148917201172,"Ps4E2"
"Friend","ezDDM v","First-Second",0.554380365835981,"Ps4E2"
"Friend","ezDDM v","Odd-Even",0.597847965379568,"Ps4E2"
"Friend","ezDDM z","First-Second",-0.236446894637832,"Ps4E2"
"Friend","ezDDM z","Odd-Even",0.055759214964035,"Ps4E2"
"Friend","rwDDM v","First-Second",0.451036007235159,"Ps4E2"
"Friend","rwDDM v","Odd-Even",0.401772740783506,"Ps4E2"
"Friend","rwDDM z","First-Second",-0.0347471246231612,"Ps4E2"
"Friend","rwDDM z","Odd-Even",0.214302540513627,"Ps4E2"
"Stranger","RT","First-Second",0.514733656396615,"Ps4E2"
"Stranger","RT","Odd-Even",0.627199055668301,"Ps4E2"
"Stranger","ACC","First-Second",0.413841879740732,"Ps4E2"
"Stranger","ACC","Odd-Even",0.633523599788624,"Ps4E2"
"Stranger","d Prime","First-Second",0.254458077982486,"Ps4E2"
"Stranger","d Prime","Odd-Even",0.327801137194186,"Ps4E2"
"Stranger","Efficiency","First-Second",0.56249123825839,"Ps4E2"
"Stranger","Efficiency","Odd-Even",0.821889065223169,"Ps4E2"
"Stranger","ezDDM v","First-Second",0.420285420454827,"Ps4E2"
"Stranger","ezDDM v","Odd-Even",0.617549795152272,"Ps4E2"
"Stranger","ezDDM z","First-Second",0.302645696266216,"Ps4E2"
"Stranger","ezDDM z","Odd-Even",0.186121482549855,"Ps4E2"
"Stranger","rwDDM v","First-Second",0.284314600285485,"Ps4E2"
"Stranger","rwDDM v","Odd-Even",0.183594585969581,"Ps4E2"
"Stranger","rwDDM z","First-Second",0.0118895732945269,"Ps4E2"
"Stranger","rwDDM z","Odd-Even",0.0278006717099974,"Ps4E2"
